
01/27/2006	16:56:59
01/27/2006	17:07:00
01/27/2006	17:17:00
01/27/2006	17:27:00
01/27/2006	17:37:00
01/27/2006	17:47:00
01/27/2006	17:57:00
01/27/2006	18:07:00
01/27/2006	18:17:00
01/27/2006	18:27:00
01/27/2006	18:37:01
01/27/2006	18:47:01
01/27/2006	18:57:01
01/27/2006	19:07:01
01/27/2006	19:17:01
01/27/2006	19:27:01
01/27/2006	19:37:01
01/27/2006	19:47:01
01/27/2006	19:57:01
01/27/2006	20:07:02
01/27/2006	20:17:02
01/27/2006	20:27:02
01/27/2006	20:37:02
01/27/2006	20:47:02
01/27/2006	20:57:02
01/27/2006	21:07:02
01/27/2006	21:17:02
01/27/2006	21:27:02
01/27/2006	21:37:03
01/27/2006	21:47:03
01/27/2006	21:57:03
01/27/2006	22:07:03
01/27/2006	22:17:03
01/27/2006	22:27:03
01/27/2006	22:37:03

01/28/2006	10:40:39
01/28/2006	10:51:06
01/28/2006	11:01:06
01/28/2006	11:11:07
01/28/2006	11:21:07
01/28/2006	11:31:07
01/28/2006	11:41:07
01/28/2006	11:51:07
01/28/2006	12:01:07

01/30/2006	16:41:48
01/30/2006	16:51:48
01/30/2006	17:01:48
01/30/2006	17:11:49
01/30/2006	17:21:49
01/30/2006	17:31:49
01/30/2006	17:41:49
01/30/2006	17:51:49
01/30/2006	18:01:49
01/30/2006	18:11:49
01/30/2006	18:21:49
01/30/2006	18:31:49

01/31/2006	21:39:23
01/31/2006	21:49:23

02/01/2006	14:40:20
02/01/2006	14:50:21
02/01/2006	15:00:21
02/01/2006	15:10:22
02/01/2006	15:20:24
02/01/2006	15:30:33
02/01/2006	15:41:13
02/01/2006	15:51:32
02/01/2006	16:01:37
02/01/2006	16:11:54
02/01/2006	16:21:54
02/01/2006	16:31:54
02/01/2006	16:41:54
02/01/2006	16:51:55

02/02/2006	16:31:09
02/02/2006	16:41:09
02/02/2006	16:51:09
02/02/2006	17:01:10
02/02/2006	17:11:10
02/02/2006	17:21:15
02/02/2006	17:31:15
02/02/2006	17:41:15
02/02/2006	17:51:16
02/02/2006	18:01:16
02/02/2006	18:11:16
02/02/2006	18:21:16
02/02/2006	18:31:16
02/02/2006	18:41:16
02/02/2006	18:51:16
02/02/2006	19:01:16
02/02/2006	19:11:16
02/02/2006	19:21:17
02/02/2006	19:31:17
02/02/2006	19:41:17
02/02/2006	19:51:17

02/04/2006	00:30:47
02/04/2006	00:40:47
02/04/2006	00:50:47
02/04/2006	01:00:47
02/04/2006	01:10:48
02/04/2006	01:20:48
02/04/2006	01:30:48
02/04/2006	01:40:48
02/04/2006	01:50:48
02/04/2006	02:00:56
02/04/2006	02:10:56
02/04/2006	02:20:56
02/04/2006	02:30:56
02/04/2006	02:40:56
02/04/2006	02:50:56

02/04/2006	14:35:22
02/04/2006	14:51:54
02/04/2006	15:03:51
02/04/2006	15:18:48
02/04/2006	15:32:27

02/05/2006	11:22:41
02/05/2006	11:32:41
02/05/2006	11:42:41
02/05/2006	11:52:41
02/05/2006	12:02:41
02/05/2006	12:12:42
02/05/2006	12:22:45
02/05/2006	12:32:45
02/05/2006	12:42:45
02/05/2006	12:52:45
02/05/2006	13:02:45
02/05/2006	13:12:45
02/05/2006	13:22:45
